YRC1000,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Alarm Number,Alarm Name/Message,Contents,Sub Code,Meaning,Cause,Remedy,図表1,図表2,詳細説明(技術者用),Notes
,,,1304,Adaptive coefficient:The magnitude relationship between RULS and RLLS in the 4th energizing slope is abnormal.,Configuration file error,"(1)Reset alarm and check setting.
(2)If the alarm occurs again, save the CMOS.BIN and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Adaptive control
,,,1305,Adaptive coefficient:The magnitude relationship between RULS and RLLS in the 5th energizing slope is abnormal.,Configuration file error,"(1)Reset alarm and check setting.
(2)If the alarm occurs again, save the CMOS.BIN and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Adaptive control
,,,1306,Adaptive coefficient:The magnitude relationship between RULS and RLLS in the 6th energizing slope is abnormal.,Configuration file error,"(1)Reset alarm and check setting.
(2)If the alarm occurs again, save the CMOS.BIN and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Adaptive control
,,,1307,Adaptive coefficient:The magnitude relationship between RULS and RLLS in the 7th energizing slope is abnormal.,Configuration file error,"(1)Reset alarm and check setting.
(2)If the alarm occurs again, save the CMOS.BIN and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Adaptive control
,,,1308,Adaptive coefficient:The magnitude relationship between RULS and RLLS in the 8th energizing slope is abnormal.,Configuration file error,"(1)Reset alarm and check setting.
(2)If the alarm occurs again, save the CMOS.BIN and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Adaptive control
,,,1309,Adaptive coefficient:The magnitude relationship between RULS and RLLS in the 9th energizing slope is abnormal.,Configuration file error,"(1)Reset alarm and check setting.
(2)If the alarm occurs again, save the CMOS.BIN and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Adaptive control
,,,1310,Adaptive coefficient:The magnitude relationship between RULS and RLLS in the 10th energizing slope is abnormal.,Configuration file error,"(1)Reset alarm and check setting.
(2)If the alarm occurs again, save the CMOS.BIN and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Adaptive control
,,,1311,Adaptive coefficient:The magnitude relationship between RULS and RLLS in the 11th energizing slope is abnormal.,Configuration file error,"(1)Reset alarm and check setting.
(2)If the alarm occurs again, save the CMOS.BIN and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Adaptive control
,,,1312,Adaptive coefficient:The magnitude relationship between RULS and RLLS in the 12th energizing slope is abnormal.,Configuration file error,"(1)Reset alarm and check setting.
(2)If the alarm occurs again, save the CMOS.BIN and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Adaptive control
,,,1313,Adaptive coefficient:The magnitude relationship between RULS and RLLS in the 13th energizing slope is abnormal.,Configuration file error,"(1)Reset alarm and check setting.
(2)If the alarm occurs again, save the CMOS.BIN and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Adaptive control
,,,1314,Adaptive coefficient:The magnitude relationship between RULS and RLLS in the 14th energizing slope is abnormal.,Configuration file error,"(1)Reset alarm and check setting.
(2)If the alarm occurs again, save the CMOS.BIN and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Adaptive control
,,,1315,Adaptive coefficient:The magnitude relationship between RULS and RLLS in the 15th energizing slope is abnormal.,Configuration file error,"(1)Reset alarm and check setting.
(2)If the alarm occurs again, save the CMOS.BIN and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Adaptive control
,,,1401,Adaptive coefficient:The magnitude relationship between RULE and RLLE of the 1st energizing part is abnormal.,Configuration file error,"(1)Reset alarm and check setting.
(2)If the alarm occurs again, save the CMOS.BIN and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Adaptive control
,,,1402,Adaptive coefficient:The magnitude relationship between RULE and RLLE of the 2nd energizing part is abnormal.,Configuration file error,"(1)Reset alarm and check setting.
(2)If the alarm occurs again, save the CMOS.BIN and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Adaptive control
,,,1403,Adaptive coefficient:The magnitude relationship between RULE and RLLE of the 3rd energizing part is abnormal.,Configuration file error,"(1)Reset alarm and check setting.
(2)If the alarm occurs again, save the CMOS.BIN and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Adaptive control
,,,1404,Adaptive coefficient:The magnitude relationship between RULE and RLLE of the 4th energizing part is abnormal.,Configuration file error,"(1)Reset alarm and check setting.
(2)If the alarm occurs again, save the CMOS.BIN and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Adaptive control
,,,1405,Adaptive coefficient:The magnitude relationship between RULE and RLLE of the 5th energizing part is abnormal.,Configuration file error,"(1)Reset alarm and check setting.
(2)If the alarm occurs again, save the CMOS.BIN and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Adaptive control
,,,1406,Adaptive coefficient:The magnitude relationship between RULE and RLLE of the 6th energizing part is abnormal.,Configuration file error,"(1)Reset alarm and check setting.
(2)If the alarm occurs again, save the CMOS.BIN and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Adaptive control
,,,1407,Adaptive coefficient:The magnitude relationship between RULE and RLLE of the 7th energizing part is abnormal.,Configuration file error,"(1)Reset alarm and check setting.
(2)If the alarm occurs again, save the CMOS.BIN and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Adaptive control
,,,1408,Adaptive coefficient:The magnitude relationship between RULE and RLLE of the 8th energizing part is abnormal.,Configuration file error,"(1)Reset alarm and check setting.
(2)If the alarm occurs again, save the CMOS.BIN and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Adaptive control
,,,1409,Adaptive coefficient:The magnitude relationship between RULE and RLLE of the 9th energizing part is abnormal.,Configuration file error,"(1)Reset alarm and check setting.
(2)If the alarm occurs again, save the CMOS.BIN and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Adaptive control
,,,1410,Adaptive coefficient:The magnitude relationship between RULE and RLLE of the 10th energizing part is abnormal.,Configuration file error,"(1)Reset alarm and check setting.
(2)If the alarm occurs again, save the CMOS.BIN and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Adaptive control
,,,1411,Adaptive coefficient:The magnitude relationship between RULE and RLLE of the 11th energizing part is abnormal.,Configuration file error,"(1)Reset alarm and check setting.
(2)If the alarm occurs again, save the CMOS.BIN and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Adaptive control
,,,1412,Adaptive coefficient:The magnitude relationship between RULE and RLLE of the 12th energizing part is abnormal.,Configuration file error,"(1)Reset alarm and check setting.
(2)If the alarm occurs again, save the CMOS.BIN and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Adaptive control
,,,1413,Adaptive coefficient:The magnitude relationship between RULE and RLLE of the 13th energizing part is abnormal.,Configuration file error,"(1)Reset alarm and check setting.
(2)If the alarm occurs again, save the CMOS.BIN and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Adaptive control
,,,1414,Adaptive coefficient:The magnitude relationship between RULE and RLLE of the 14th energizing part is abnormal.,Configuration file error,"(1)Reset alarm and check setting.
(2)If the alarm occurs again, save the CMOS.BIN and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Adaptive control
,,,1415,Adaptive coefficient:The magnitude relationship between RULE and RLLE of the 15th energizing part is abnormal.,Configuration file error,"(1)Reset alarm and check setting.
(2)If the alarm occurs again, save the CMOS.BIN and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Adaptive control
5140,OUTSIDE OF SENSOR VALUE,The sensor is far from the target position.,,"Sub code : Gauge sensor type
0000_0001 :Left gauge sensor
0000_0010 :Right gauge sensor
0000_0100 :Side gauge sensor",Setting error,Check if the detection time and detection range are set correctly.,,,,Bendling
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,Bendling
