YRC1000,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Alarm Number,Alarm Name/Message,Contents,Sub Code,Meaning,Cause,Remedy,図表1,図表2,詳細説明(技術者用),Notes
,,,261,The memory for the IOSPDCTRL setup file is damaged.,Data error,"(1)Reset the alarm.
(2)If the alarm occurs again, initialize the IOSPDCTRL setup file in maintenance mode, and then load the IOSPDCTRL setup file saved in the external memory device.",,,, SYSCON
,,,,,ACP01 board failure,"(1)Reset the alarm.
(2)If the alarm occurs again, replace the ACP01 board. Save the CMOS.BIN before replace the board to be safe. Replace the ACP01 board, and then insert the SD card which inserted original ACP01 board into the new ACP01 board.",,,, SYSCON
,,,,,AIF01 board failure,"(1)Reset the alarm.
(2)If the alarm occurs again, replace the AIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the AIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,, SYSCON
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,, SYSCON
,,,262,The memory for the SETTM SETUP file is damaged.,Data error,"(1)Reset the alarm.
(2)If the alarm occurs again, initialize the SETTM SETUP in maintenance mode, and then load the SETTM SETUP saved in the external memory device.",,,, SYSCON
,,,,,ACP01 board failure,"(1)Reset the alarm.
(2)If the alarm occurs again, replace the ACP01 board. Save the CMOS.BIN before replace the board to be safe. Replace the ACP01 board, and then insert the SD card which inserted original ACP01 board into the new ACP01 board.",,,, SYSCON
,,,,,AIF01 board failure,"(1)Reset the alarm.
(2)If the alarm occurs again, replace the AIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the AIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,, SYSCON
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,, SYSCON
,,,263,The memory for the TIMER VARIABLE NAME file is damaged.,Data error,"(1)Reset the alarm.
(2)If the alarm occurs again, initialize the TIMER VARIABLE NAME file in maintenance mode, and then load the TIMER VARIABLE NAME file saved in the external memory device.",,,, SYSCON
,,,,,ACP01 board failure,"(1)Reset the alarm.
(2)If the alarm occurs again, replace the ACP01 board. Save the CMOS.BIN before replace the board to be safe. Replace the ACP01 board, and then insert the SD card which inserted original ACP01 board into the new ACP01 board.",,,, SYSCON
,,,,,AIF01 board failure,"(1)Reset the alarm.
(2)If the alarm occurs again, replace the AIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the AIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,, SYSCON
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,, SYSCON
,,,264,The memory for the takumi path correct file is damaged.,Data error,"(1)Reset the alarm.
(2)If the alarm occurs again, initialize the takumi path correct file in maintenance mode, and then load the takumi path correct file saved in the external memory device.",,,, SYSCON
,,,,,ACP01 board failure,"(1)Reset the alarm.
(2)If the alarm occurs again, replace the ACP01 board. Save the CMOS.BIN before replace the board to be safe. Replace the ACP01 board, and then insert the SD card which inserted original ACP01 board into the new ACP01 board.",,,, SYSCON
,,,,,AIF01 board failure,"(1)Reset the alarm.
(2)If the alarm occurs again, replace the AIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the AIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,, SYSCON
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,, SYSCON
,,,265,The memory for the USER GROUP INPUT file is damaged.,Data error,"(1)Reset the alarm.
(2)If the alarm occurs again, initialize the USER GROUP INPUT file in maintenance mode, and then load the USER GROUP INPUT file saved in the external memory device.",,,, SYSCON
,,,,,ACP01 board failure,"(1)Reset the alarm.
(2)If the alarm occurs again, replace the ACP01 board. Save the CMOS.BIN before replace the board to be safe. Replace the ACP01 board, and then insert the SD card which inserted original ACP01 board into the new ACP01 board.",,,, SYSCON
,,,,,AIF01 board failure,"(1)Reset the alarm.
(2)If the alarm occurs again, replace the AIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the AIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,, SYSCON
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,, SYSCON
,,,266,The memory for the USER GROUP OUTPUT file is damaged.,Data error,"(1)Reset the alarm.
(2)If the alarm occurs again, initialize the USER GROUP OUTPUT file in maintenance mode, and then load the USER GROUP OUTPUT file saved in the external memory device.",,,, SYSCON
,,,,,ACP01 board failure,"(1)Reset the alarm.
(2)If the alarm occurs again, replace the ACP01 board. Save the CMOS.BIN before replace the board to be safe. Replace the ACP01 board, and then insert the SD card which inserted original ACP01 board into the new ACP01 board.",,,, SYSCON
,,,,,AIF01 board failure,"(1)Reset the alarm.
(2)If the alarm occurs again, replace the AIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the AIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,, SYSCON
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,, SYSCON
,,,267,The memory for the SENSPS SETTING DATA is damaged.,Data error,"(1)Reset the alarm.
(2)If the alarm occurs again, initialize the SENSPS SETTING DATA in maintenance mode, and then load the SENSPS SETTING DATA saved in the external memory device.",,,, SYSCON
,,,,,ACP01 board failure,"(1)Reset the alarm.
(2)If the alarm occurs again, replace the ACP01 board. Save the CMOS.BIN before replace the board to be safe. Replace the ACP01 board, and then insert the SD card which inserted original ACP01 board into the new ACP01 board.",,,, SYSCON
,,,,,AIF01 board failure,"(1)Reset the alarm.
(2)If the alarm occurs again, replace the AIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the AIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,, SYSCON
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,, SYSCON
,,,268,The memory for the USER ANALOG INPUT file is damaged.,Data error,"(1)Reset the alarm.
(2)If the alarm occurs again, initialize the USER ANALOG INPUT file in maintenance mode, and then load the USER ANALOG INPUT file saved in the external memory device.",,,, SYSCON
,,,,,ACP01 board failure,"(1)Reset the alarm.
(2)If the alarm occurs again, replace the ACP01 board. Save the CMOS.BIN before replace the board to be safe. Replace the ACP01 board, and then insert the SD card which inserted original ACP01 board into the new ACP01 board.",,,, SYSCON
,,,,,AIF01 board failure,"(1)Reset the alarm.
(2)If the alarm occurs again, replace the AIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the AIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,, SYSCON
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,, SYSCON
,,,269,The memory for the USER ANALOG OUTPUT file is damaged.,Data error,"(1)Reset the alarm.
(2)If the alarm occurs again, initialize the USER ANALOG OUTPUT file in maintenance mode, and then load the USER ANALOG OUTPUT file saved in the external memory device.",,,, SYSCON
,,,,,ACP01 board failure,"(1)Reset the alarm.
(2)If the alarm occurs again, replace the ACP01 board. Save the CMOS.BIN before replace the board to be safe. Replace the ACP01 board, and then insert the SD card which inserted original ACP01 board into the new ACP01 board.",,,, SYSCON
,,,,,AIF01 board failure,"(1)Reset the alarm.
(2)If the alarm occurs again, replace the AIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the AIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,, SYSCON
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,, SYSCON
,,,270,The memory for the F-SAFETY SIGNAL ALLOC file is damaged.,Data error,"(1)Reset the alarm.
(2)If the alarm occurs again, initialize the USER ANALOG OUTPUT file in maintenance mode, and then load the USER ANALOG OUTPUT file saved in the external memory device.",,,, SYSCON
,,,,,ACP01 board failure,"(1)Reset the alarm.
(2)If the alarm occurs again, replace the ACP01 board. Save the CMOS.BIN before replace the board to be safe. Replace the ACP01 board, and then insert the SD card which inserted original ACP01 board into the new ACP01 board.",,,, SYSCON
,,,,,AIF01 board failure,"(1)Reset the alarm.
(2)If the alarm occurs again, replace the AIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the AIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,, SYSCON
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,, SYSCON
,,,271,The memory for the SLC EXT. SIGNAL ALLOC file is damaged.,Data error,"(1)Reset the alarm.
(2)If the alarm occurs again, initialize the safety logic file in maintenance mode, and then load the safety logic file saved in the external memory device.",,,, SYSCON
,,,,,ACP01 board failure,"(1)Reset the alarm.
(2)If the alarm occurs again, replace the ACP01 board. Save the CMOS.BIN before replace the board to be safe. Replace the ACP01 board, and then insert the SD card which inserted original ACP01 board into the new ACP01 board.",,,, SYSCON
,,,,,AIF01 board failure,"(1)Reset the alarm.
(2)If the alarm occurs again, replace the AIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the AIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,, SYSCON
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,, SYSCON
,,,272,The memory for the safety logic comment file is damaged.,Data error,"(1)Reset the alarm.
(2)If the alarm occurs again, initialize the safety logic file in maintenance mode, and then load the safety logic file saved in the external memory device.",,,, SYSCON
,,,,,ACP01 board failure,"(1)Reset the alarm.
(2)If the alarm occurs again, replace the ACP01 board. Save the CMOS.BIN before replace the board to be safe. Replace the ACP01 board, and then insert the SD card which inserted original ACP01 board into the new ACP01 board.",,,, SYSCON
,,,,,AIF01 board failure,"(1)Reset the alarm.
(2)If the alarm occurs again, replace the AIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the AIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,, SYSCON
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,, SYSCON
,,,273,The memory for the timer set file is damaged.,Data error,"(1)Reset the alarm.
(2)If the alarm occurs again, initialize the safety logic file in maintenance mode, and then load the safety logic file saved in the external memory device.",,,, SYSCON
,,,,,ACP01 board failure,"(1)Reset the alarm.
(2)If the alarm occurs again, replace the ACP01 board. Save the CMOS.BIN before replace the board to be safe. Replace the ACP01 board, and then insert the SD card which inserted original ACP01 board into the new ACP01 board.",,,, SYSCON
