YRC1000micro,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Alarm Number,Alarm Name/Message,Contents,Sub Code,Meaning,Cause,Remedy,図表1,図表2,詳細説明(技術者用),備考
,,,,,ACP30 board failure,"(1)Reset the alarm.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe.",,,,SYSCON
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,SYSCON
4050,MEMORY ERR(AXIS I/O ALLOC FILE),"An error was detected at memory check.
The memory for the axis motion I/O allocation file is damaged.",,,Data error,"(1)Reset the alarm.
(2)If the alarm occurs again, initialize the axis motion I/O allocation file in maintenance mode, and then load the axis motion I/O allocation file saved in the external memory device.",,,,SYSCON
,,,,,ACP30 board failure,"(1)Reset the alarm.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe.",,,,SYSCON
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,SYSCON
4052,MEMORY ERROR(TOOL INTERFERENCE),"An error was detected at memory check.
The memory for the tool interference file is damaged.",,Sub Code: File number,Data error,"(1)Reset the alarm.
(2)If the alarm occurs again, initialize the tool interference file in maintenance mode, and then load the tool interference file saved in the external memory device.",,,,SYSCON
,,,,,ACP30 board failure,"(1)Reset the alarm.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe.",,,,SYSCON
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,SYSCON
4063,MEMORY ERR(CONVEYOR COND SUPP.),"An error was detected at memory check.
The memory for the conveyor condition auxiliary file is damaged.",,Sub Code: File number,Data error,"(1)Reset the alarm.
(2)If the alarm occurs again, initialize the conveyor condition auxiliary file in maintenance mode, and then load the conveyor condition auxiliary file saved in the external memory device.",,,,SYSCON
,,,,,ACP30 board failure,"(1)Reset the alarm.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe.",,,,SYSCON
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,SYSCON
4065,MEMORY ERROR(I/F PANEL FILE),"An error was detected at memory check.
The memory for the I/F panel file is damaged.",,,Data error,"(1)Reset the alarm.
(2)If the alarm occurs again, initialize the I/F panel file in maintenance mode, and then load the I/F panel file saved in the external memory device.",,,,SYSCON
,,,,,ACP30 board failure,"(1)Reset the alarm.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe.",,,,SYSCON
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,SYSCON
4069,MEMORY ERR(PALLETIZE COND FILE),"An error was detected at memory check.
The memory for the palletizing condition file is damaged.",,,Data error,"(1)Reset the alarm.
(2)If the alarm occurs again, initialize the palletize condition file in maintenance mode, and then load the palletize condition file saved in the external memory device.",,,,SYSCON
,,,,,ACP30 board failure,"(1)Reset the alarm.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe.",,,,SYSCON
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,SYSCON
4080,MEMORY ERR(MUTUAL WAIT SET FILE),"An error was detected at memory check.
The memory for the mutual wait set file is damaged.",,,Data error,"(1)Reset the alarm.
(2)If the alarm occurs again, initialize the mutual wait set file in maintenance mode, and then load the mutual wait set file saved in the external memory device.",,,,SYSCON
,,,,,ACP01 board failure,"(1)Reset the alarm.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe.",,,,SYSCON
,,,,,AIF01 board failure,"(1)Reset the alarm.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe.",,,,SYSCON
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,SYSCON
4084,ROBOT SYNC. ERROR,An error was detected in the mutual wait function. ,,"SubCode
0000_0000_0000_0001:No response was returned from the mutual wait target. 
0000_0000_0000_0010:An error occurred in the communication with the mutual wait target during the execution of RSYNC. 
0000_0000_0000_0110：The setting of the mutual wait target was changed during the execution of RSYNC.
0000_0000_0001_0000:The mutual wait manipulator No. of the RSYNC is abnormal.
0000_0000_0010_0000:RSYNC was doubly executed. 
0000_0000_0101_0000：An illegal notification was received from mutual wait target.
0000_0000_0111_0000：RSYNC was executed for the disconnected robot. ",Setting error,"SubCode
0000_0000_0000_0001
(1)Reset the alarm.
(2)Check the contents of the mutual wait setting file. 
(3)Check the network setting of the mutual wait target. ",,,,SYSCON
,,,,,Connection failure,"SubCode
0000_0000_0000_0001
0000_0000_0000_0010
(1)Reset the alarm.
(2)Check the communication connection with the mutual wait target. 
",,,,SYSCON
,,,,,HUB failure,"SubCode
0000_0000_0000_0001
0000_0000_0000_0010
(1)Reset the alarm.
(2)Check the communication connection with the mutual wait target. ",,,,SYSCON
,,,,,Setting error,"SubCode:
0000_0000_0000_0110
(1)Reset the alarm.
(2)During the execution of the RSYNC instruction, check whether mutual waiting function setting change and isolation (specific input signal # 40563 = ON) are not performed.",,,,SYSCON
,,,,,Setting error,"SubCode
0000_0000_0001_0000
(1)Reset the alarm.
(2)Check the mutual wait manipulator No. of the RSYNC. ",,,,SYSCON
,,,,,Setting error,"SubCode
0000_0000_0010_0000
(1)Reset the alarm.
(2)Correct the job so that the RSYNC instruction will not be executed at the same time in multiple task job.
(3)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,SYSCON
,,,,,Software operation error occurred,"SubCode
0000_0000_0101_0000
(1)Reset the alarm.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,SYSCON
,,,,,Setting error,"SubCode
0000_0000_0111_0000
(1)Reset the alarm.
(2)Make sure that the RSYNC instruction is not executed at the robot controller during isolation (dedicated input signal # 40563 = ON).",,,,
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,
4086,MEMORY ERROR(YSF SET FILE),"An error was detected at memory check.
The memory for the ysf set file is damaged.",,,Data error,"(1)Reset the alarm.
(2)If the alarm occurs again, initialize the ysf logic file in maintenance mode, and then load the ysf logic file saved in the external memory device.",,,,SYSCON
,,,,,ACP30 board failure,"(1)Reset the alarm.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe.",,,,SYSCON
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,SYSCON
4087,MEMORY ERROR(YSF TMR FILE),"An error was detected at memory check.
The memory for the ysf timer file is damaged.",,,Data error,"(1)Reset the alarm.
(2)If the alarm occurs again, initialize the ysf logic file in maintenance mode, and then load the  ysf logic file saved in the external memory device.",,,,SYSCON
,,,,,ACP01 board failure,"(1)Reset the alarm.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe.",,,,SYSCON
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,SYSCON
4088,MEMORY ERROR(YSF LOGIC FILE),"An error was detected at memory check.
The memory for the ysf logic file is damaged.",,,Data error,"(1)Reset the alarm.
(2)If the alarm occurs again, initialize the ysf logic file in maintenance mode, and then load the  ysf logic file saved in the external memory device.",,,,SYSCON
,,,,,ACP30 board failure,"(1)Reset the alarm.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe.",,,,SYSCON
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,SYSCON
4095,PULLBACK ERROR (PFL),An error was detected in the PFL pullback function. ,1,The pullback was executed when the shock detection function was invalid.,Setting error,"(1)Check the following settings.
Shock Detection Function. Pullback signal",,,,SERVO
,,,,,Setting error,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SERVO
,,,2,"ASF04 board
Pullback axis mismatch",Setting error,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SERVO
,,,3,"ASF04 board
Pullback signal not detected",ASF04 board failure,"If ASF04 board is used, need to confirm the following.
(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the ASF04 board. Save the CMOS.BIN before replace the board to be safe.",,,,SERVO
,,,,,Setting error,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SERVO
4099,DC 24V POWER SUPPLY FAILURE(CPS),An error was detected in the voltage value of the CPS power.,,,POWER SUPPLY unit failure,"(1)Reset the alarm.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe.",,,,SYSCON
,,,,,Short circuit or ground fault,"(1)Reset the alarm.
(2)If the alarm occurs again, check the connection and inserting state of the following cables and connectors.
Check the insertion, connection, Short circuit or ground fault of the followings.
- GPIS,SAFTY",,,,SYSCON
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,SYSCON
4102,SYSTEM DATA HAS BEEN CHANGED,"The system parameters are modified.
An attempt was made to turn ON the servo power supply after having modified the system parameters.",,,System data changed,"(1)Reset the alarm.
(2)Turn the power OFF then back ON before turning ON the servo power supply.",,,,SYSCON
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,SYSCON
4103,PARALLEL START INSTRUCTION ERROR,An error occurred in the independent control startup operation.,1,"Sub task being executed:
Although a job is being executed by instructed sub task, an attempt was made to execute another job by the sub task.",Setting error,"(1)Reset the alarm.
(2)Check if other JOB has been already executed in the same task which is used in the PSTART. If same task need to be executed in series, add PWAIT to confirm if the previous task end.",,,,SYSCON
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,SYSCON
,,,2,"Group axis being used:
The job operated by another sub task uses the same group axis.",Setting error,"(1)Reset the alarm.
(2)Check if the control group of the JOB which is used in the PSTART has been already executed in other task. If the same group need to be executed in series, add PWAIT to confirm if the other task end.",,,,SYSCON
