NX100,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Alarm number,Alarm Name,Contents,Sub Code,Meaning,Cause,Remedy,1,2,3,Notes
,,,132,,The segment_OPT1 process did not complete within the time set on the scheduling table.,,,,,
,,,133,,The segment_OPT2 process did not complete within the time set on the scheduling table.,,,,,
,,,134,,The segment_OPT3 process did not complete within the time set on the scheduling table.,,,,,
,,,150,,The segment clock in the ROM for spot welding is different from the specified value.,,,,,
,,,151,,The averaging time is not an even number. (times),,,,,
,,,152,,An attempt to use a function that is not allowed in the current ROM was made.,,,,,
,,,154,,An error occurred in real-time data transmission of SVSPOT Executing bit sent from MOTION.,,,,,
,,,16?,,The illegal data are stored in the averaging buffer.  (?: axis No.),,,,,
,,,17?,,The sum value in the averaging buffer is incorrect.  (?: axis No.),,,,,
,,,18?,,The �empty� status of averaging buffer is incorrect.  (?: axis No.),,,,,
,,,201,,The transfer of servo float condition file was not successfully completed.,,,,,
,,,202,,The transfer of gun condition file was not successfully completed.,,,,,
,,,203,,The transfer of gun pressure file was not successfully completed.,,,,,
,,,204,,The transfer of dry-spotting gun pressure file was not successfully completed.,,,,,
,,,205,,The transfer of servo hand characteristics file was not successfully completed.,,,,,
,,,206,,The transfer of collision detecting sensitivity setting file was not successfully completed.,,,,,
1105,SYSTEM ERROR (SERVO),,208,,The transfer of linear servo float condition file was not successfully completed.,"Turn the power OFF then back ON.
If the error occurs again, contact your Yaskawa representative.",,,,
,,,209,,The transfer of gun condition auxiliary file was not successfully completed.,,,,,
,,,300,,A logical error occurred in the parameter for modification of resolution which was calculated by the parameter specified by CMOS.,,,,,
,,,302,,A logical error occurred in the parameter.,,,,,
,,,500,,Inconsistency of FP register.,,,,,
,,,600,,An uncontrolled axis was specified when the instruction for group change was executed.,,,,,
,,,602,,The PG power supply of the axis for group change is ON.,,,,,
,,,603,,The servo power supply of the axis for group change is ON.,,,,,
,,,700,,An error occurred in motor control mode switching process.,,,,,
,,,800,,The observer and collision detection function are set disabled although the broken belt detection function is set enabled.,,,,,
,,,90?,,Vibration was detected in the serial encoder.  (?: axis No.),,,,,
,,,1000,,The check item number of SVD parameter is unmatched.,,,,,
,,,1001,,The check item number of SV parameter is unmatched.,,,,,
,,,1002,,The check item number of SVM parameter is unmatched.,,,,,
,,,1003,,The check item number of SVP parameter is unmatched.,,,,,
,,,1004,,The check item number of AMC parameter is unmatched.,,,,,
,,,1005,,The check item number of MFG parameter is unmatched.,,,,,
,,,1006,,The check item number of MFA parameter is unmatched.,,,,,
,,,1007,,The check item number of SVC parameter is unmatched.,,,,,
,,,1008,,The check item number of SVS parameter is unmatched.,,,,,
,,,200?,,"The status setting to base block is different from that of base block signal reading from JL056.
(?: axis No.)",,,,,
,,,201?,,"The status setting to base block is different from that of base block signal writing to JL056.
(?: axis No.)",,,,,
1105,SYSTEM ERROR (SERVO),,202?,,"The status setting to base block is different from that of base block signal reading from micro program.
(?: axis No.)","Turn the power OFF then back ON.
If the error occurs again, contact your Yaskawa representative.",,,,
,,,203?,,"The mechanical brake remains locked although the base block is released.
(?: axis No.)",,,,,
,,,204?,,"The mechanical brake is not locked although the base block turns ON.
(?: axis No.)",,,,,
,,,2100,,The operating software is not used in the targeted board.,,,,,
,,,2101,,The requested function cannot be performed.,,,,,
,,,32807,,An error occurred in the first encoder communications.,"Confirm the communication data line and motor specification.
If the error occurs again, contact your Yaskawa representative.",,,,
1200,HIGH TEMPERATURE,,,,Temperature sensor in the CPS power unit is activated. The internal temperature of the controller is abnormally increased.,"Check for temperature rise in the controller, and check if in-panel cooling fan is rotating. Cycle the power when the power supply unit is cooled off.",,,,
1204,COMMUNICATIO N ERROR (IO MODULE),,"0000_
0000_
0000_
0001",,Communications and power supply error occurred in the I/O circuit board. (standard I/O of NIF unit),"Check the noise source and take countermeasures to reduce the noise. Reset the I/O module in maintenance mode.
Replace the NIF circuit board.",,,,
1204,"COMMUNICATIO N ERROR
(IO MODULE)",,"****_
****_
****_
***0",,"Communications and power supply error occurred in the I/O circuit board. (standard I/O of NIF unit)
?: 0 is correct.  1 is incorrect.  Bit
position of 1 shows the station number of incorrect I/O circuit board.","Check the I/O signal line (NIF-I/O circuit board) connectors and cables.
Check the connection of the I/O circuit board and the external device.
Check the noise source and take countermeasures to reduce the noise. Reset the I/O module in maintenance mode.
Replace the NIF circuit board.",,,,
1207,BROKEN B_ON RELAY FUSE (NIF01),,,,The brake relay fuse was blown.,Replace the NIF circuit board.,,,,
1208,BROKEN S_ON RELAY FUSE (NIF01),,,,The servo-ON relay fuse was blown.,Replace the NIF circuit board.,,,,
1209,EXTERNAL WDT BROKEN (NIF01),,"0000_
00??",,Defective watchdog timer circuit that checks the safety circuit 0000_0001: 1 signal (PLD1) error 0000_0010: 2 signal (PLD1) error,Replace the NIF circuit board.,,,,
1210,SERIAL COMMUNICATIO N TOGGLE CHECK ERROR (NIF01),,"0000_
00??",,Checking error of toggle that switches double checking safety circuits in cycle of 1 ms 0000_0001: 1 signal (PLD1) error 0000_0010: 2 signal (PLD1) error,Replace the NIF circuit board.,,,,
1211,"INPUT COMPARISON ERROR
(NIF)",,"****_
****_
****_
****_",,"The signal does not have a match signal as a result the mutual check of a dual signal.
0000_0000_0000_0001: Panel
signal emergency stop signal (PBESP) unmatched error 0000_0000_0000_0010:
Programming pendant emergency stop signal (PPESP) unmatched error
0000_0000_0000_0100: External emergency stop signal (EXESP) unmatched error 0000_0000_0000_1000: System CPU error (ERRCPU) unmatched error
0000_0000_0001_0000: Servo
ON condition signal (SYSRDY) unmatched error 0000_0000_0010_0000: Safety plug signal (SAF) unmatched error 0000_0000_0100_0000: Servo
ON signal (SVON) unmatched error
0000_0000_1000_0000: External servo ON signal (EXSVON) unmatched error 0000_0001_0000_0000: Unused
0000_0010_0000_0000:
Maintenance signal (MAINTE) unmatched error 0000_0100_0000_0001: Enable switch signal (DSW) unmatched error
0000_1000_0000_0001: Unused
0001_0000_0000_0000: External enable switch (EXDSW) unmatched error 0010_0000_0000_0000: Unused
0100_0000_0000_0000: Safety speed mode selection (SSP) unmatched error 1000_0000_0000_0000: Full
speed test (FST) unmatched error",Check the signal.,,,,
,,,,,,,,,,
1212,PLD MUTUAL MONITOR ERROR (NIF01),,"0000_
00??",,"The input comparison error occurred.
0000_0001: 1 signal (PLD1) error 0000_0010: 2 signal (PLD2) error","Check the one of PPESP, PBESP, EXESP, and SAF signals.",,,,
1213,MUTUAL WDT ERROR (NIF01),,"0000_
00??",,"The input comparison error occurred.
0000_0001: 1 signal (PLD1) error 0000_0010: 2 signal (PLD2) error","Check the one of PPESP, PBESP, EXESP, and SAF signals.",,,,
1214,PBESP RELAY STICKING,,"0000_
00??",,"The emergency stop button PBESP of the NX100 front door is melted and stuck.
0000_0001: 1 signal (PLD1) error 0000_0010: 2 signal (PLD2) error",Confirm that the cable is not short-circuited. Replace if necessary.,,,,
1215,PPESP RELAY STICKING,,"0000_
00??",,"The emergency stop button of programming pendant PPESP is melted and stuck.
0000_0001: 1 signal (PLD1) error 0000_0010: 2 signal (PLD2) error",Confirm that the cable is not short-circuited. Replace if necessary.,,,,
1216,EXESP RELAY STICKING,,"0000_
00??",,"The external emergency stop button EXESP is melted and stuck.
0000_0001: 1 signal (PLD1) error 0000_0010: 2 signal (PLD2) error",Confirm that the cable is not short-circuited. Replace if necessary.,,,,
1217,S_ON RELAY STICKING,,"0000_
00??",,"The servo-ON relay is melted and stuck.
0000_0001: 1 signal (PLD1) error 0000_0010: 2 signal (PLD2) error",Replace the servo-ON relay.,,,,
1218,B_ON RELAY STICKING,,"0000_
00??",,"The brake relay is melted and stuck.
0000_0001: 1 signal (PLD1) error 0000_0010: 2 signal (PLD2) error",Replace the brake relay.,,,,
1219,ANOTHER PLD EXT WDT ERROR (NIF BOARD),,"0000_
00??",,The watchdog timer checking the safety circuit is incorrect.,"Turn the power OFF then back ON.
If the error occurs again, replace the NIF unit.",,,,
1220,LAN COMMUNICATIO N PARAMETER ERROR,,1,,Incorrect setting of the IP address which is used in the Ethernet function.,Set the correct IP address.,,,,
,,,2,,Incorrect setting of the subnet mask which is used in the Ethernet function.,Set the correct subnet mask.,,,,
,,,3,,Incorrect setting of the default gateway which is used in the Ethernet function.,Set the correct default gateway.,,,,
1221,ETHERNET RESET ERROR,,1,,An error occurred in the device initialization process of the Ethernet function.,"Turn the power OFF then back ON.
If the error occurs again, contact your Yaskawa representative.",,,,
,,,2,,An error occurred in the IP address setting process of the Ethernet function.,,,,,
,,,3,,An error occurred in the subnet mask setting process of the Ethernet function.,,,,,
,,,4,,An error occurred in the default gateway setting process of the Ehternet function.,,,,,
,,,60,,An error occurred in the DHCP initialization process of the Ethernet function.,,,,,
,,,61,,An error occurred in the DHCP interface of the Ethernet function.,,,,,
,,,62,,The data acquisition process from the server did not complete within regulated time.,Verify the DHCP server operation and the network status.,,,,
,,,63,,The data acquired from the server were found illegal in the DHCP of the Ethernet function.,,,,,
,,,70,,An error occurred in the DNS resolver initialization process of the Ethernet function.,"Verify the domain name and the DNS- related settings.
When the DHCP is used, verify the DHCP server operation and the network status.",,,,
,,,71,,An error occurred in the DNS resolver setting of the Ethernet function.,,,,,
,,,72,,The parameter setting error occurred in the DNS resolver setting of the Ethernet function.,,,,,
1221,ETHERNET RESET ERROR,,73,,The mode error occurred in the DNS resolver setting of the Ethernet function.,"Verify the domain name and the DNS- related settings.
When the DHCP is used, verify the DHCP server operation and the network status.",,,,
